documents,chapter,content,requirements,需求声明,制定流程,形成指定内容,形成程序文件,形成其他文件,形成记录
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",技术文件应当包括检验和试验操作规程。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",技术文件应当包括安装和服务操作规程等相关文件。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第六章 设计开发,第二十九条 在进行设计和开发策划时，应当确定设计和开发的阶 段及对各阶段的评审、验证、确认和设计转换等活动，应当识别和确定各个部门设计和开发的活动和接口，明确职责和分工。,在进行设计和开发策划时，应当确定设计和开发的阶段。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第六章 设计开发,第二十九条 在进行设计和开发策划时，应当确定设计和开发的阶 段及对各阶段的评审、验证、确认和设计转换等活动，应当识别和确定各个部门设计和开发的活动和接口，明确职责和分工。,在进行设计和开发策划时，应当确定对各阶段的评审活动。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第六章 设计开发,第二十九条 在进行设计和开发策划时，应当确定设计和开发的阶 段及对各阶段的评审、验证、确认和设计转换等活动，应当识别和确定各个部门设计和开发的活动和接口，明确职责和分工。,在进行设计和开发策划时，应当确定对各阶段的验证活动。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第六章 设计开发,第二十九条 在进行设计和开发策划时，应当确定设计和开发的阶 段及对各阶段的评审、验证、确认和设计转换等活动，应当识别和确定各个部门设计和开发的活动和接口，明确职责和分工。,在进行设计和开发策划时，应当确定对各阶段的确认活动。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第六章 设计开发,第二十九条 在进行设计和开发策划时，应当确定设计和开发的阶 段及对各阶段的评审、验证、确认和设计转换等活动，应当识别和确定各个部门设计和开发的活动和接口，明确职责和分工。,在进行设计和开发策划时，应当确定对各阶段的设计转换活动。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第六章 设计开发,第二十九条 在进行设计和开发策划时，应当确定设计和开发的阶 段及对各阶段的评审、验证、确认和设计转换等活动，应当识别和确定各个部门设计和开发的活动和接口，明确职责和分工。,在进行设计和开发策划时，应当识别和确定各个部门设计和开发的活动。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第六章 设计开发,第二十九条 在进行设计和开发策划时，应当确定设计和开发的阶 段及对各阶段的评审、验证、确认和设计转换等活动，应当识别和确定各个部门设计和开发的活动和接口，明确职责和分工。,在进行设计和开发策划时，应当识别和确定各个部门设计和开发的接口。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第六章 设计开发,第二十九条 在进行设计和开发策划时，应当确定设计和开发的阶 段及对各阶段的评审、验证、确认和设计转换等活动，应当识别和确定各个部门设计和开发的活动和接口，明确职责和分工。,在进行设计和开发策划时，应当明确各个部门设计和开发的职责。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第六章 设计开发,第二十九条 在进行设计和开发策划时，应当确定设计和开发的阶 段及对各阶段的评审、验证、确认和设计转换等活动，应当识别和确定各个部门设计和开发的活动和接口，明确职责和分工。,在进行设计和开发策划时，应当明确各个部门设计和开发的分工。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第七章 采购,第四十条 企业应当根据采购物品对产品的影响，确定对采购物品实行控制的方式和程度。,企业应当根据采购物品对产品的影响，确定对采购物品实行控制的方式。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第七章 采购,第四十条 企业应当根据采购物品对产品的影响，确定对采购物品实行控制的方式和程度。,企业应当根据采购物品对产品的影响，确定对采购物品实行控制的程度。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第八章 生产管理,第四十五条  企业应当按照建立的质量管理体系进行生产，以保证产品符合强制性标准和经注册或者备案的产品技术要求。,企业应当按照建立的质量管理体系进行生产。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第八章 生产管理,第四十五条  企业应当按照建立的质量管理体系进行生产，以保证产品符合强制性标准和经注册或者备案的产品技术要求。,质量管理体系的建立是为了保证产品符合强制性标准。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第八章 生产管理,第四十五条  企业应当按照建立的质量管理体系进行生产，以保证产品符合强制性标准和经注册或者备案的产品技术要求。,质量管理体系的建立是为了保证产品符合经注册或者备案的产品技术要求。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第九章 质量控制,第五十六条  企业应当建立质量控制程序，规定产品检验部门、人员、操作等要求，并规定检验仪器和设备的使用、校准等要求，以及产品放行的程序。,企业应当建立质量控制程序。,1,1,0,1,0,0
GMP_requirements_modified_v1.csv,第九章 质量控制,第五十六条  企业应当建立质量控制程序，规定产品检验部门、人员、操作等要求，并规定检验仪器和设备的使用、校准等要求，以及产品放行的程序。,质量控制程序应当规定产品检验部门的要求。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第九章 质量控制,第五十六条  企业应当建立质量控制程序，规定产品检验部门、人员、操作等要求，并规定检验仪器和设备的使用、校准等要求，以及产品放行的程序。,质量控制程序应当规定产品检验人员的要求。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第九章 质量控制,第五十六条  企业应当建立质量控制程序，规定产品检验部门、人员、操作等要求，并规定检验仪器和设备的使用、校准等要求，以及产品放行的程序。,质量控制程序应当规定产品检验操作的要求。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第九章 质量控制,第五十六条  企业应当建立质量控制程序，规定产品检验部门、人员、操作等要求，并规定检验仪器和设备的使用、校准等要求，以及产品放行的程序。,质量控制程序应当规定检验仪器和设备的使用要求。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第九章 质量控制,第五十六条  企业应当建立质量控制程序，规定产品检验部门、人员、操作等要求，并规定检验仪器和设备的使用、校准等要求，以及产品放行的程序。,质量控制程序应当规定检验仪器和设备的校准要求。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第九章 质量控制,第五十六条  企业应当建立质量控制程序，规定产品检验部门、人员、操作等要求，并规定检验仪器和设备的使用、校准等要求，以及产品放行的程序。,质量控制程序应当规定产品放行的程序。,1,1,0,1,0,0
GMP_requirements_modified_v1.csv,第十章 销售和售后服务,第六十二条  企业应当建立产品销售记录，并满足可追溯的要求。 销售记录至少包括医疗器械的名称、规格、型号、数量；生产批号、有效期、销售日期、购货单位名称、地址、联系方式等内容。,企业应当建立产品销售记录。,1,1,0,0,0,1
GMP_requirements_modified_v1.csv,第十章 销售和售后服务,第六十二条  企业应当建立产品销售记录，并满足可追溯的要求。 销售记录至少包括医疗器械的名称、规格、型号、数量；生产批号、有效期、销售日期、购货单位名称、地址、联系方式等内容。,产品销售记录应当满足可追溯的要求。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第十章 销售和售后服务,第六十二条  企业应当建立产品销售记录，并满足可追溯的要求。 销售记录至少包括医疗器械的名称、规格、型号、数量；生产批号、有效期、销售日期、购货单位名称、地址、联系方式等内容。,销售记录至少包括医疗器械的名称、规格、型号、数量。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第十章 销售和售后服务,第六十二条  企业应当建立产品销售记录，并满足可追溯的要求。 销售记录至少包括医疗器械的名称、规格、型号、数量；生产批号、有效期、销售日期、购货单位名称、地址、联系方式等内容。,销售记录至少包括医疗器械的生产批号、有效期。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第十章 销售和售后服务,第六十二条  企业应当建立产品销售记录，并满足可追溯的要求。 销售记录至少包括医疗器械的名称、规格、型号、数量；生产批号、有效期、销售日期、购货单位名称、地址、联系方式等内容。,销售记录至少包括医疗器械的销售日期。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第十章 销售和售后服务,第六十二条  企业应当建立产品销售记录，并满足可追溯的要求。 销售记录至少包括医疗器械的名称、规格、型号、数量；生产批号、有效期、销售日期、购货单位名称、地址、联系方式等内容。,销售记录至少包括购货单位的名称、地址、联系方式。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第十一章 不合格品控制,第六十七条 企业应当建立不合格品控制程序，规定不合格品控制的部门和人员的职责与权限。,企业应当建立不合格品控制程序。,1,1,0,1,0,0
GMP_requirements_modified_v1.csv,第十一章 不合格品控制,第六十七条 企业应当建立不合格品控制程序，规定不合格品控制的部门和人员的职责与权限。,不合格品控制程序应当规定不合格品控制的部门。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第十一章 不合格品控制,第六十七条 企业应当建立不合格品控制程序，规定不合格品控制的部门和人员的职责与权限。,不合格品控制程序应当规定不合格品控制的人员的职责。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第十一章 不合格品控制,第六十七条 企业应当建立不合格品控制程序，规定不合格品控制的部门和人员的职责与权限。,不合格品控制程序应当规定不合格品控制的人员的权限。,1,1,0,0,0,0
